Actual,Predicted,Confidence
AFIB,Normal,0.5164
AFIB,Normal,0.6357
AFIB,Normal,0.6158
AFIB,Normal,0.6357
AFIB,Normal,0.6249
AFIB,Normal,0.6165
AFIB,Normal,0.6279
AFIB,Normal,0.6419
AFIB,Normal,0.6569
AFIB,Normal,0.6382
AFIB,Normal,0.6334
AFIB,Normal,0.6149
AFIB,Normal,0.588
AFIB,Normal,0.6679
AFIB,Normal,0.6488
AFIB,Normal,0.6302
AFIB,Normal,0.6182
AFIB,Normal,0.5756
AFIB,Normal,0.5759
AFIB,Normal,0.6327
AFIB,Normal,0.6746
AFIB,Normal,0.656
AFIB,Normal,0.6326
AFIB,Normal,0.6385
AFIB,Normal,0.6333
AFIB,Normal,0.6488
AFIB,Normal,0.6164
AFIB,Normal,0.6502
AFIB,Normal,0.6516
AFIB,Normal,0.6358
AFIB,Normal,0.6254
AFIB,Normal,0.6372
AFIB,Normal,0.5979
AFIB,Normal,0.5861
AFIB,Normal,0.6454
AFIB,Normal,0.6221
AFIB,Normal,0.6465
AFIB,Normal,0.6647
AFIB,Normal,0.6034
AFIB,Normal,0.5671
AFIB,Normal,0.6477
AFIB,Normal,0.6474
AFIB,Normal,0.629
AFIB,Normal,0.6332
AFIB,Normal,0.6474
AFIB,Normal,0.6414
AFIB,Normal,0.6359
AFIB,Normal,0.6101
AFIB,Normal,0.6154
AFIB,Normal,0.6589
AFIB,Normal,0.6643
AFIB,Normal,0.6506
AFIB,Normal,0.6443
AFIB,Normal,0.6655
AFIB,Normal,0.6573
AFIB,Normal,0.6493
AFIB,Normal,0.6516
AFIB,Normal,0.6424
AFIB,Normal,0.6111
AFIB,Normal,0.576
AFIB,Normal,0.6037
AFIB,Normal,0.6836
AFIB,Normal,0.6568
AFIB,Normal,0.6453
AFIB,Normal,0.6482
AFIB,Normal,0.6496
AFIB,Normal,0.6409
AFIB,Normal,0.6352
AFIB,Normal,0.6483
AFIB,Normal,0.6649
AFIB,Normal,0.6505
AFIB,Normal,0.6225
AFIB,Normal,0.5617
AFIB,Normal,0.641
AFIB,Normal,0.6533
AFIB,Normal,0.6492
AFIB,Normal,0.6514
AFIB,Normal,0.646
AFIB,Normal,0.6421
AFIB,Normal,0.6397
AFIB,Normal,0.6383
AFIB,Normal,0.6319
AFIB,Normal,0.6506
AFIB,Normal,0.644
AFIB,Normal,0.6179
AFIB,Normal,0.6227
AFIB,Normal,0.6369
AFIB,Normal,0.6485
AFIB,Normal,0.6063
AFIB,Normal,0.6339
AFIB,Normal,0.5845
AFIB,Normal,0.553
AFIB,Normal,0.6046
AFIB,Normal,0.6377
AFIB,Normal,0.6582
AFIB,Normal,0.6112
AFIB,Normal,0.618
AFIB,Normal,0.6314
AFIB,Normal,0.5908
AFIB,Normal,0.6138
AFIB,Normal,0.5755
AFIB,Normal,0.5773
AFIB,Normal,0.613
AFIB,Normal,0.6144
AFIB,Normal,0.6369
AFIB,Normal,0.6549
AFIB,Normal,0.6619
AFIB,Normal,0.6264
AFIB,Normal,0.5614
AFIB,Normal,0.6587
AFIB,Normal,0.6498
AFIB,Normal,0.6358
AFIB,Normal,0.6281
AFIB,Normal,0.6286
AFIB,Normal,0.6347
AFIB,Normal,0.6374
AFIB,Normal,0.6529
AFIB,Normal,0.6432
AFIB,Normal,0.6269
AFIB,Normal,0.5887
AFIB,Normal,0.5532
AFIB,Normal,0.6355
AFIB,Normal,0.6501
AFIB,Normal,0.6532
AFIB,Normal,0.6419
AFIB,Normal,0.6392
AFIB,Normal,0.6309
AFIB,Normal,0.6409
AFIB,Normal,0.659
AFIB,Normal,0.6277
AFIB,Normal,0.6084
AFIB,Normal,0.645
AFIB,Normal,0.6523
AFIB,Normal,0.6596
AFIB,Normal,0.6217
AFIB,Normal,0.6549
AFIB,Normal,0.6465
AFIB,Normal,0.6308
AFIB,Normal,0.6222
AFIB,Normal,0.6346
AFIB,Normal,0.6419
AFIB,Normal,0.6362
AFIB,Normal,0.6553
AFIB,Normal,0.6328
AFIB,Normal,0.6164
AFIB,Normal,0.6515
AFIB,Normal,0.6353
AFIB,Normal,0.6537
AFIB,Normal,0.6398
AFIB,Normal,0.6417
AFIB,Normal,0.5985
AFIB,Normal,0.6084
AFIB,Normal,0.6416
AFIB,Normal,0.6614
AFIB,Normal,0.671
AFIB,Normal,0.6485
AFIB,Normal,0.6408
AFIB,Normal,0.6524
AFIB,Normal,0.6489
AFIB,Normal,0.6197
AFIB,Normal,0.6301
AFIB,Normal,0.6223
AFIB,Normal,0.6393
AFIB,Normal,0.6373
AFIB,Normal,0.559
AFIB,Normal,0.5687
AFIB,Normal,0.6163
AFIB,Normal,0.5932
AFIB,Normal,0.6308
AFIB,Normal,0.6669
AFIB,Normal,0.6422
AFIB,Normal,0.6275
AFIB,Normal,0.6212
AFIB,Normal,0.6185
AFIB,Normal,0.6277
AFIB,Normal,0.6319
AFIB,Normal,0.6538
AFIB,Normal,0.6521
AFIB,Normal,0.641
AFIB,Normal,0.6183
AFIB,Normal,0.5841
AFIB,Normal,0.6369
AFIB,Normal,0.6421
AFIB,Normal,0.6363
AFIB,Normal,0.634
AFIB,Normal,0.6429
AFIB,Normal,0.6475
AFIB,Normal,0.6438
AFIB,Normal,0.6531
AFIB,Normal,0.6097
AFIB,Normal,0.6085
AFIB,Normal,0.5978
AFIB,Normal,0.5862
AFIB,Normal,0.6024
AFIB,Normal,0.6095
AFIB,Normal,0.6736
AFIB,Normal,0.6718
AFIB,Normal,0.6562
AFIB,Normal,0.645
AFIB,Normal,0.6355
AFIB,Normal,0.6463
AFIB,Normal,0.6501
AFIB,Normal,0.6394
AFIB,Normal,0.6084
AFIB,Normal,0.5673
AFIB,Normal,0.6378
AFIB,Normal,0.6331
AFIB,Normal,0.5863
AFIB,Normal,0.6032
AFIB,Normal,0.6533
AFIB,Normal,0.6421
AFIB,Normal,0.6326
AFIB,Normal,0.6341
AFIB,Normal,0.6256
AFIB,Normal,0.6412
AFIB,Normal,0.6364
AFIB,Normal,0.6049
AFIB,Normal,0.6006
AFIB,Normal,0.6125
AFIB,Normal,0.6098
AFIB,Normal,0.6374
AFIB,Normal,0.6393
AFIB,Normal,0.6188
AFIB,Normal,0.613
AFIB,Normal,0.6096
AFIB,Normal,0.6247
AFIB,Normal,0.641
AFIB,Normal,0.5949
AFIB,Normal,0.6068
AFIB,Normal,0.632
AFIB,Normal,0.6263
AFIB,Normal,0.6591
AFIB,Normal,0.6196
AFIB,Normal,0.6111
AFIB,Normal,0.5891
AFIB,Normal,0.5774
AFIB,Normal,0.6454
AFIB,Normal,0.6562
AFIB,Normal,0.6685
AFIB,Normal,0.6237
AFIB,Normal,0.5966
AFIB,Normal,0.6263
AFIB,Normal,0.6463
AFIB,Normal,0.6577
AFIB,Normal,0.6487
AFIB,Normal,0.6454
AFIB,Normal,0.6426
AFIB,Normal,0.6346
AFIB,Normal,0.6583
AFIB,Normal,0.6586
AFIB,Normal,0.6528
AFIB,Normal,0.6175
AFIB,Normal,0.5647
AFIB,Normal,0.6355
AFIB,Normal,0.6561
AFIB,Normal,0.6582
AFIB,Normal,0.6576
AFIB,Normal,0.6344
AFIB,Normal,0.6233
AFIB,Normal,0.6525
AFIB,Normal,0.6591
AFIB,Normal,0.6322
AFIB,Normal,0.568
AFIB,Normal,0.5344
AFIB,Normal,0.5223
AFIB,Normal,0.6354
AFIB,Normal,0.6107
AFIB,Normal,0.6507
AFIB,Normal,0.6536
AFIB,Normal,0.6452
AFIB,Normal,0.6584
AFIB,Normal,0.6578
AFIB,Normal,0.637
AFIB,Normal,0.6443
AFIB,Normal,0.6471
AFIB,Normal,0.6133
AFIB,Normal,0.5635
AFIB,Normal,0.631
AFIB,Normal,0.6505
AFIB,Normal,0.568
AFIB,Normal,0.5474
AFIB,Normal,0.5895
AFIB,Normal,0.589
AFIB,Normal,0.6246
AFIB,Normal,0.6328
AFIB,Normal,0.6173
AFIB,Normal,0.6366
AFIB,Normal,0.6273
AFIB,Normal,0.6307
AFIB,Normal,0.6573
AFIB,Normal,0.6304
AFIB,Normal,0.6381
AFIB,Normal,0.6529
AFIB,Normal,0.6376
AFIB,Normal,0.6307
AFIB,Normal,0.6269
AFIB,Normal,0.5975
AFIB,Normal,0.5663
AFIB,Normal,0.6353
AFIB,Normal,0.6267
AFIB,Normal,0.5974
AFIB,Normal,0.6207
AFIB,Normal,0.6321
AFIB,Normal,0.6022
AFIB,Normal,0.6097
AFIB,Normal,0.6458
AFIB,Normal,0.6371
AFIB,Normal,0.6556
AFIB,Normal,0.6469
AFIB,Normal,0.6231
AFIB,Normal,0.6273
AFIB,Normal,0.619
AFIB,Normal,0.6143
AFIB,Normal,0.6888
AFIB,Normal,0.6799
AFIB,Normal,0.6366
AFIB,Normal,0.6325
AFIB,Normal,0.6396
AFIB,Normal,0.6354
AFIB,Normal,0.6466
AFIB,Normal,0.6441
AFIB,Normal,0.6422
AFIB,Normal,0.6241
AFIB,Normal,0.5868
AFIB,Normal,0.5464
AFIB,Normal,0.6064
AFIB,Normal,0.6003
AFIB,Normal,0.6179
AFIB,Normal,0.6302
AFIB,Normal,0.6267
AFIB,Normal,0.6557
AFIB,Normal,0.6493
AFIB,Normal,0.6365
AFIB,Normal,0.6534
AFIB,Normal,0.6521
AFIB,Normal,0.5966
AFIB,Normal,0.5859
AFIB,Normal,0.6542
AFIB,Normal,0.6615
AFIB,Normal,0.6453
AFIB,Normal,0.6065
AFIB,Normal,0.5942
AFIB,Normal,0.6284
AFIB,Normal,0.6491
AFIB,Normal,0.642
AFIB,Normal,0.6353
AFIB,Normal,0.6459
AFIB,Normal,0.5981
AFIB,Normal,0.5995
AFIB,Normal,0.6207
AFIB,Normal,0.6206
AFIB,Normal,0.6315
AFIB,Normal,0.6163
AFIB,Normal,0.5962
AFIB,Normal,0.5816
AFIB,Normal,0.602
AFIB,Normal,0.5748
AFIB,Normal,0.6275
AFIB,Normal,0.6463
AFIB,Normal,0.6304
AFIB,Normal,0.6074
AFIB,Normal,0.6414
AFIB,Normal,0.6439
AFIB,Normal,0.6185
AFIB,Normal,0.5857
AFIB,Normal,0.5491
AFIB,Normal,0.5914
AFIB,Normal,0.6416
AFIB,Normal,0.6446
AFIB,Normal,0.6545
AFIB,Normal,0.6469
AFIB,Normal,0.6082
AFIB,Normal,0.5473
AFIB,Normal,0.6253
AFIB,Normal,0.6315
AFIB,Normal,0.6153
AFIB,Normal,0.629
AFIB,Normal,0.6308
AFIB,Normal,0.6346
AFIB,Normal,0.6401
AFIB,Normal,0.6461
AFIB,Normal,0.6464
AFIB,Normal,0.652
AFIB,Normal,0.6208
AFIB,Normal,0.5494
AFIB,Normal,0.6418
AFIB,Normal,0.6444
AFIB,Normal,0.6405
AFIB,Normal,0.6324
AFIB,Normal,0.6451
AFIB,Normal,0.6722
AFIB,Normal,0.6508
AFIB,Normal,0.6388
AFIB,Normal,0.621
AFIB,Normal,0.6286
AFIB,Normal,0.6175
AFIB,Normal,0.5657
AFIB,Normal,0.6427
AFIB,Normal,0.6414
AFIB,Normal,0.6737
AFIB,Normal,0.6256
AFIB,Normal,0.6286
AFIB,Normal,0.6482
AFIB,Normal,0.6466
AFIB,Normal,0.6503
AFIB,Normal,0.6464
AFIB,Normal,0.6512
AFIB,Normal,0.6201
AFIB,Normal,0.5876
AFIB,Normal,0.6167
AFIB,Normal,0.6338
AFIB,Normal,0.6247
AFIB,Normal,0.6388
AFIB,Normal,0.6273
AFIB,Normal,0.6193
AFIB,Normal,0.6308
AFIB,Normal,0.6295
AFIB,Normal,0.6315
AFIB,Normal,0.612
AFIB,Normal,0.6124
AFIB,Normal,0.6336
AFIB,Normal,0.6238
AFIB,Normal,0.5977
AFIB,Normal,0.6366
AFIB,Normal,0.6244
AFIB,Normal,0.6306
AFIB,Normal,0.6506
AFIB,Normal,0.6217
AFIB,Normal,0.5626
AFIB,Normal,0.5808
AFIB,Normal,0.6481
AFIB,Normal,0.6328
AFIB,Normal,0.5779
AFIB,Normal,0.6216
AFIB,Normal,0.6284
AFIB,Normal,0.6284
AFIB,Normal,0.653
AFIB,Normal,0.6517
AFIB,Normal,0.6466
AFIB,Normal,0.6264
AFIB,Normal,0.6399
AFIB,Normal,0.6596
AFIB,Normal,0.6318
AFIB,Normal,0.5949
AFIB,Normal,0.5893
AFIB,Normal,0.6485
AFIB,Normal,0.6394
AFIB,Normal,0.6318
AFIB,Normal,0.6285
AFIB,Normal,0.6308
AFIB,Normal,0.6302
AFIB,Normal,0.6323
AFIB,Normal,0.6544
AFIB,Normal,0.6606
AFIB,Normal,0.5991
AFIB,Normal,0.5848
AFIB,Normal,0.6223
AFIB,Normal,0.6197
AFIB,Normal,0.5667
AFIB,Normal,0.6307
AFIB,Normal,0.6301
AFIB,Normal,0.6728
AFIB,Normal,0.6781
AFIB,Normal,0.6698
AFIB,Normal,0.649
AFIB,Normal,0.6421
AFIB,Normal,0.6422
AFIB,Normal,0.6158
AFIB,Normal,0.5715
AFIB,Normal,0.6357
AFIB,Normal,0.6735
AFIB,Normal,0.6524
AFIB,Normal,0.6376
AFIB,Normal,0.613
AFIB,Normal,0.628
AFIB,Normal,0.6437
AFIB,Normal,0.6384
AFIB,Normal,0.6473
AFIB,Normal,0.6468
AFIB,Normal,0.6373
AFIB,Normal,0.5824
AFIB,Normal,0.632
AFIB,Normal,0.6384
AFIB,Normal,0.6417
AFIB,Normal,0.6458
AFIB,Normal,0.5889
AFIB,Normal,0.5942
AFIB,Normal,0.6076
AFIB,Normal,0.6225
AFIB,Normal,0.6335
AFIB,Normal,0.6418
AFIB,Normal,0.6216
AFIB,Normal,0.6086
AFIB,Normal,0.6317
AFIB,Normal,0.575
AFIB,Normal,0.58
AFIB,Normal,0.5798
AFIB,Normal,0.5773
AFIB,Normal,0.6035
AFIB,Normal,0.6025
AFIB,Normal,0.6417
AFIB,Normal,0.6365
AFIB,Normal,0.6439
AFIB,Normal,0.6409
AFIB,Normal,0.5915
AFIB,Normal,0.6114
AFIB,Normal,0.6408
AFIB,Normal,0.631
AFIB,Normal,0.631
AFIB,Normal,0.6489
AFIB,Normal,0.641
AFIB,Normal,0.6472
AFIB,Normal,0.6521
AFIB,Normal,0.6414
AFIB,Normal,0.6167
AFIB,Normal,0.5921
AFIB,Normal,0.5616
AFIB,Normal,0.6144
AFIB,Normal,0.6341
AFIB,Normal,0.6385
AFIB,Normal,0.6482
AFIB,Normal,0.6278
AFIB,Normal,0.626
AFIB,Normal,0.631
AFIB,Normal,0.6178
AFIB,Normal,0.6435
AFIB,Normal,0.5968
AFIB,Normal,0.5698
AFIB,Normal,0.5742
AFIB,Normal,0.6446
AFIB,Normal,0.6534
AFIB,Normal,0.6508
AFIB,Normal,0.6428
AFIB,Normal,0.6114
AFIB,Normal,0.5969
AFIB,Normal,0.6263
AFIB,Normal,0.649
AFIB,Normal,0.637
AFIB,Normal,0.634
AFIB,Normal,0.6087
AFIB,Normal,0.5329
AFIB,Normal,0.6257
AFIB,Normal,0.6441
AFIB,Normal,0.5633
AFIB,Normal,0.539
AFIB,Normal,0.5758
AFIB,Normal,0.6425
AFIB,Normal,0.6048
AFIB,Normal,0.6227
AFIB,Normal,0.6213
AFIB,Normal,0.6373
AFIB,Normal,0.6217
AFIB,Normal,0.6149
AFIB,Normal,0.6094
AFIB,Normal,0.6055
AFIB,Normal,0.6449
AFIB,Normal,0.6433
AFIB,Normal,0.6489
AFIB,Normal,0.6241
AFIB,Normal,0.5821
AFIB,Normal,0.5949
AFIB,Normal,0.6305
AFIB,Normal,0.6563
AFIB,Normal,0.6262
AFIB,Normal,0.598
AFIB,Normal,0.6437
AFIB,Normal,0.6395
AFIB,Normal,0.6316
AFIB,Normal,0.6291
AFIB,Normal,0.6166
AFIB,Normal,0.6222
AFIB,Normal,0.6504
AFIB,Normal,0.6478
AFIB,Normal,0.6463
AFIB,Normal,0.6512
AFIB,Normal,0.6116
AFIB,Normal,0.5892
AFIB,Normal,0.6555
AFIB,Normal,0.6518
AFIB,Normal,0.6323
AFIB,Normal,0.6413
AFIB,Normal,0.6396
AFIB,Normal,0.6549
AFIB,Normal,0.6637
AFIB,Normal,0.6519
AFIB,Normal,0.6436
AFIB,Normal,0.6095
AFIB,Normal,0.5531
AFIB,Normal,0.5525
AFIB,Normal,0.6799
AFIB,Normal,0.6278
AFIB,Normal,0.6333
AFIB,Normal,0.6237
AFIB,Normal,0.6115
AFIB,Normal,0.6482
AFIB,Normal,0.6464
AFIB,Normal,0.6405
AFIB,Normal,0.6494
AFIB,Normal,0.6413
AFIB,Normal,0.576
AFIB,Normal,0.5601
AFIB,Normal,0.6349
AFIB,Normal,0.6471
AFIB,Normal,0.6458
AFIB,Normal,0.608
AFIB,Normal,0.5805
AFIB,Normal,0.6287
AFIB,Normal,0.6291
AFIB,Normal,0.6385
AFIB,Normal,0.6448
AFIB,Normal,0.649
AFIB,Normal,0.6535
AFIB,Normal,0.6167
AFIB,Normal,0.6155
AFIB,Normal,0.6348
AFIB,Normal,0.6091
AFIB,Normal,0.6059
AFIB,Normal,0.6207
AFIB,Normal,0.6049
AFIB,Normal,0.5627
AFIB,Normal,0.5708
AFIB,Normal,0.63
AFIB,Normal,0.6241
AFIB,Normal,0.6126
AFIB,Normal,0.6209
AFIB,Normal,0.6165
AFIB,Normal,0.5828
AFIB,Normal,0.5566
AFIB,Normal,0.6327
AFIB,Normal,0.6275
AFIB,Normal,0.6376
AFIB,Normal,0.6485
AFIB,Normal,0.6413
AFIB,Normal,0.6426
AFIB,Normal,0.6464
AFIB,Normal,0.5861
AFIB,Normal,0.5424
AFIB,Normal,0.625
AFIB,Normal,0.637
AFIB,Normal,0.6423
AFIB,Normal,0.6451
AFIB,Normal,0.6061
AFIB,Normal,0.6212
AFIB,Normal,0.6447
AFIB,Normal,0.6613
AFIB,Normal,0.6552
AFIB,Normal,0.6249
AFIB,Normal,0.5524
AFIB,Normal,0.5437
AFIB,Normal,0.6327
AFIB,Normal,0.6143
AFIB,Normal,0.6375
AFIB,Normal,0.6356
AFIB,Normal,0.6413
AFIB,Normal,0.6424
AFIB,Normal,0.648
AFIB,Normal,0.6546
AFIB,Normal,0.6465
AFIB,Normal,0.6187
AFIB,Normal,0.6064
AFIB,Normal,0.6056
AFIB,Normal,0.6225
AFIB,Normal,0.6353
AFIB,Normal,0.6269
AFIB,Normal,0.6537
AFIB,Normal,0.6573
AFIB,Normal,0.6236
AFIB,Normal,0.6427
AFIB,Normal,0.6501
AFIB,Normal,0.6482
AFIB,Normal,0.6513
AFIB,Normal,0.6203
AFIB,Normal,0.5832
AFIB,Normal,0.5955
AFIB,Normal,0.625
AFIB,Normal,0.627
AFIB,Normal,0.5994
AFIB,Normal,0.6032
AFIB,Normal,0.6148
AFIB,Normal,0.6134
AFIB,Normal,0.6069
AFIB,Normal,0.6272
AFIB,Normal,0.6209
AFIB,Normal,0.6122
AFIB,Normal,0.6133
AFIB,Normal,0.6103
AFIB,Normal,0.5943
AFIB,Normal,0.6163
AFIB,Normal,0.6535
AFIB,Normal,0.6521
AFIB,Normal,0.6198
AFIB,Normal,0.5731
AFIB,Normal,0.566
AFIB,Normal,0.6423
AFIB,Normal,0.6523
AFIB,Normal,0.6421
AFIB,Normal,0.6034
AFIB,Normal,0.6406
AFIB,Normal,0.654
AFIB,Normal,0.6495
AFIB,Normal,0.6411
AFIB,Normal,0.6483
AFIB,Normal,0.6551
AFIB,Normal,0.6354
AFIB,Normal,0.6469
AFIB,Normal,0.6418
AFIB,Normal,0.6362
AFIB,Normal,0.5795
AFIB,Normal,0.5763
AFIB,Normal,0.6076
AFIB,Normal,0.6369
AFIB,Normal,0.6444
AFIB,Normal,0.628
AFIB,Normal,0.6185
AFIB,Normal,0.6427
AFIB,Normal,0.6402
AFIB,Normal,0.6316
AFIB,Normal,0.6221
AFIB,Normal,0.6186
AFIB,Normal,0.5973
AFIB,Normal,0.5635
AFIB,Normal,0.6196
AFIB,Normal,0.6382
AFIB,Normal,0.6558
AFIB,Normal,0.6512
AFIB,Normal,0.6432
AFIB,Normal,0.6274
AFIB,Normal,0.6302
AFIB,Normal,0.6305
AFIB,Normal,0.6346
AFIB,Normal,0.6236
AFIB,Normal,0.592
AFIB,Normal,0.6165
AFIB,Normal,0.6548
AFIB,Normal,0.6375
AFIB,Normal,0.5964
AFIB,Normal,0.5841
AFIB,Normal,0.6262
AFIB,Normal,0.6448
AFIB,Normal,0.6619
AFIB,Normal,0.6389
AFIB,Normal,0.6233
AFIB,Normal,0.6243
AFIB,Normal,0.6072
AFIB,Normal,0.612
AFIB,Normal,0.6298
AFIB,Normal,0.6184
AFIB,Normal,0.6267
AFIB,Normal,0.6254
AFIB,Normal,0.6274
AFIB,Normal,0.6096
AFIB,Normal,0.543
AFIB,Normal,0.5756
AFIB,Normal,0.6216
AFIB,Normal,0.6153
AFIB,Normal,0.5986
AFIB,Normal,0.6052
AFIB,Normal,0.657
AFIB,Normal,0.6035
AFIB,Normal,0.5784
AFIB,Normal,0.6515
AFIB,Normal,0.6411
AFIB,Normal,0.638
AFIB,Normal,0.6242
AFIB,Normal,0.6403
AFIB,Normal,0.6426
AFIB,Normal,0.6524
AFIB,Normal,0.5977
AFIB,Normal,0.5425
AFIB,Normal,0.615
AFIB,Normal,0.6462
AFIB,Normal,0.6346
AFIB,Normal,0.6429
AFIB,Normal,0.6583
AFIB,Normal,0.6485
AFIB,Normal,0.6291
AFIB,Normal,0.6368
AFIB,Normal,0.6454
AFIB,Normal,0.652
AFIB,Normal,0.6147
AFIB,Normal,0.5698
AFIB,Normal,0.6097
AFIB,Normal,0.6458
AFIB,Normal,0.6408
AFIB,Normal,0.6335
AFIB,Normal,0.6317
AFIB,Normal,0.6551
AFIB,Normal,0.6615
AFIB,Normal,0.6431
AFIB,Normal,0.6243
AFIB,Normal,0.6381
AFIB,Normal,0.6207
AFIB,Normal,0.569
AFIB,Normal,0.6102
AFIB,Normal,0.6165
AFIB,Normal,0.6059
AFIB,Normal,0.6176
AFIB,Normal,0.6319
AFIB,Normal,0.6416
AFIB,Normal,0.6275
AFIB,Normal,0.6301
AFIB,Normal,0.6401
AFIB,Normal,0.6347
AFIB,Normal,0.6251
AFIB,Normal,0.6089
AFIB,Normal,0.6383
AFIB,Normal,0.6448
AFIB,Normal,0.6248
AFIB,Normal,0.5988
AFIB,Normal,0.6002
AFIB,Normal,0.625
AFIB,Normal,0.6124
AFIB,Normal,0.6241
AFIB,Normal,0.636
AFIB,Normal,0.6343
AFIB,Normal,0.6175
AFIB,Normal,0.6618
AFIB,Normal,0.6662
AFIB,Normal,0.6265
AFIB,Normal,0.6377
AFIB,Normal,0.5853
AFIB,Normal,0.5899
AFIB,Normal,0.5677
AFIB,Normal,0.5616
AFIB,Normal,0.5947
AFIB,Normal,0.6476
AFIB,Normal,0.6663
AFIB,Normal,0.6532
AFIB,Normal,0.5924
AFIB,Normal,0.6142
AFIB,Normal,0.6582
AFIB,Normal,0.6611
AFIB,Normal,0.619
AFIB,Normal,0.6233
AFIB,Normal,0.649
AFIB,Normal,0.6634
AFIB,Normal,0.6512
AFIB,Normal,0.6414
AFIB,Normal,0.6409
AFIB,Normal,0.5957
AFIB,Normal,0.555
AFIB,Normal,0.6478
AFIB,Normal,0.6436
AFIB,Normal,0.6321
AFIB,Normal,0.6466
AFIB,Normal,0.6414
AFIB,Normal,0.6435
AFIB,Normal,0.6397
AFIB,Normal,0.6563
AFIB,Normal,0.6614
AFIB,Normal,0.6097
AFIB,Normal,0.5776
AFIB,Normal,0.5581
AFIB,Normal,0.6213
AFIB,Normal,0.6324
AFIB,Normal,0.6405
AFIB,Normal,0.626
AFIB,Normal,0.6406
AFIB,Normal,0.6429
AFIB,Normal,0.6501
AFIB,Normal,0.6517
AFIB,Normal,0.6232
AFIB,Normal,0.6395
AFIB,Normal,0.5991
AFIB,Normal,0.5823
AFIB,Normal,0.6225
AFIB,Normal,0.5927
AFIB,Normal,0.5812
AFIB,Normal,0.6629
AFIB,Normal,0.6628
AFIB,Normal,0.6429
AFIB,Normal,0.6431
AFIB,Normal,0.6426
AFIB,Normal,0.6203
AFIB,Normal,0.6381
AFIB,Normal,0.5831
AFIB,Normal,0.5649
AFIB,Normal,0.6387
AFIB,Normal,0.6381
AFIB,Normal,0.6293
AFIB,Normal,0.6259
AFIB,Normal,0.633
AFIB,Normal,0.6194
AFIB,Normal,0.5748
AFIB,Normal,0.5749
AFIB,Normal,0.6367
AFIB,Normal,0.6283
AFIB,Normal,0.6196
AFIB,Normal,0.638
AFIB,Normal,0.6394
AFIB,Normal,0.6252
AFIB,Normal,0.6328
AFIB,Normal,0.6357
AFIB,Normal,0.6217
AFIB,Normal,0.6224
AFIB,Normal,0.6342
AFIB,Normal,0.6375
AFIB,Normal,0.6481
AFIB,Normal,0.644
AFIB,Normal,0.5849
AFIB,Normal,0.5681
AFIB,Normal,0.6446
AFIB,Normal,0.6384
AFIB,Normal,0.6173
AFIB,Normal,0.65
AFIB,Normal,0.6606
AFIB,Normal,0.6464
AFIB,Normal,0.6305
AFIB,Normal,0.6503
AFIB,Normal,0.6636
AFIB,Normal,0.6075
AFIB,Normal,0.5533
AFIB,Normal,0.5671
AFIB,Normal,0.6251
AFIB,Normal,0.5915
AFIB,Normal,0.6396
AFIB,Normal,0.6229
AFIB,Normal,0.6329
AFIB,Normal,0.6199
AFIB,Normal,0.6187
AFIB,Normal,0.627
AFIB,Normal,0.633
AFIB,Normal,0.6615
AFIB,Normal,0.6394
AFIB,Normal,0.6108
AFIB,Normal,0.6445
AFIB,Normal,0.657
AFIB,Normal,0.6408
AFIB,Normal,0.5641
AFIB,Normal,0.5566
AFIB,Normal,0.6108
AFIB,Normal,0.6511
AFIB,Normal,0.6438
AFIB,Normal,0.6372
AFIB,Normal,0.6373
AFIB,Normal,0.6238
AFIB,Normal,0.5996
AFIB,Normal,0.6368
AFIB,Normal,0.6208
AFIB,Normal,0.6177
AFIB,Normal,0.6344
AFIB,Normal,0.6216
AFIB,Normal,0.6057
AFIB,Normal,0.5786
AFIB,Normal,0.5938
AFIB,Normal,0.621
AFIB,Normal,0.6441
AFIB,Normal,0.6266
AFIB,Normal,0.6084
AFIB,Normal,0.6253
AFIB,Normal,0.5934
AFIB,Normal,0.6227
AFIB,Normal,0.6392
AFIB,Normal,0.5531
AFIB,Normal,0.558
AFIB,Normal,0.5915
AFIB,Normal,0.6425
AFIB,Normal,0.6441
AFIB,Normal,0.6419
AFIB,Normal,0.6117
AFIB,Normal,0.5761
AFIB,Normal,0.6189
AFIB,Normal,0.6315
AFIB,Normal,0.6467
AFIB,Normal,0.6335
AFIB,Normal,0.629
AFIB,Normal,0.6491
AFIB,Normal,0.6174
AFIB,Normal,0.638
AFIB,Normal,0.6468
AFIB,Normal,0.6359
AFIB,Normal,0.6214
AFIB,Normal,0.5906
AFIB,Normal,0.6272
AFIB,Normal,0.6304
AFIB,Normal,0.6242
AFIB,Normal,0.6154
AFIB,Normal,0.6424
AFIB,Normal,0.6471
AFIB,Normal,0.6411
AFIB,Normal,0.6393
AFIB,Normal,0.6604
AFIB,Normal,0.6044
AFIB,Normal,0.5499
AFIB,Normal,0.5453
AFIB,Normal,0.619
AFIB,Normal,0.605
AFIB,Normal,0.606
AFIB,Normal,0.6308
AFIB,Normal,0.6255
AFIB,Normal,0.6284
AFIB,Normal,0.646
AFIB,Normal,0.6376
AFIB,Normal,0.6378
AFIB,Normal,0.6304
AFIB,Normal,0.5963
AFIB,Normal,0.5986
AFIB,Normal,0.6218
AFIB,Normal,0.6413
AFIB,Normal,0.5644
AFIB,Normal,0.551
AFIB,Normal,0.6189
AFIB,Normal,0.6259
AFIB,Normal,0.6338
AFIB,Normal,0.6321
